Month,Place_Type,Climate,Trip_Duration_Days,Companions,Interest,Budget_Thousand_INR
December,Hill Station,Cold,14,o,Food,12.85
September,Beach,Hot,1,o,Adventure,23.36
July,Religious,Moderate,7,o,Food,12.49
September,Beach,Hot,6,o,Relaxation,18.21
November,Wildlife,Hot,1,o,Culture,22.94
September,Religious,Moderate,1,o,Food,11.22
March,Beach,Hot,6,o,Culture,16.85
December,Hill Station,Cold,7,o,Culture,12.08
December,Religious,Moderate,4,o,Relaxation,7.98
April,City,Moderate,1,o,Relaxation,9.65
May,Beach,Hot,1,o,Culture,16.65
August,Wildlife,Hot,1,o,Shopping,21.62
October,Wildlife,Moderate,3,o,Adventure,18.07
December,Hill Station,Cold,2,o,Food,9.57
February,Wildlife,Moderate,2,o,Relaxation,18.91
July,Beach,Hot,2,o,Shopping,19.65
May,Hill Station,Cold,14,o,Food,16.42
March,City,Moderate,7,o,Culture,15.12
February,Beach,Hot,7,o,Adventure,18.91
November,Hill Station,Cold,3,o,Shopping,18.65
April,Beach,Hot,10,o,Culture,25.35
August,Religious,Moderate,5,o,Shopping,17.82
August,City,Moderate,1,o,Culture,14.86
February,Wildlife,Hot,10,o,Relaxation,17.27
December,Hill Station,Moderate,2,o,Shopping,14.19
October,Wildlife,Hot,5,o,Relaxation,15.61
July,Historical,Hot,3,o,Shopping,12.05
June,Historical,Hot,7,o,Relaxation,15.63
January,Hill Station,Moderate,3,o,Relaxation,13.76
December,Religious,Moderate,14,o,Adventure,9.2
June,City,Moderate,10,o,Relaxation,10.77
April,Wildlife,Moderate,7,o,Adventure,18.54
June,Wildlife,Moderate,1,o,Adventure,20.97
July,Historical,Hot,7,o,Adventure,9.14
June,Beach,Hot,1,o,Adventure,17.25
May,Beach,Moderate,1,o,Shopping,20.38
April,Wildlife,Moderate,1,o,Adventure,20.93
January,Wildlife,Moderate,4,o,Relaxation,19.59
June,Religious,Moderate,3,o,Relaxation,11.81
March,Hill Station,Cold,4,o,Culture,17.68
August,Historical,Hot,6,o,Food,9.72
November,Beach,Hot,3,o,Food,21.99
October,Historical,Hot,14,o,Adventure,13.79
August,Historical,Hot,6,o,Relaxation,14.83
May,Historical,Hot,5,o,Culture,10.99
June,Religious,Moderate,5,o,Adventure,15.57
June,Religious,Moderate,4,o,Culture,8.64
September,Wildlife,Moderate,1,o,Adventure,21.5
October,Religious,Moderate,7,o,Food,11.63
April,City,Moderate,5,o,Food,13.17
July,City,Moderate,3,o,Shopping,11.82
February,Beach,Hot,10,o,Relaxation,14.27
June,Wildlife,Hot,7,o,Adventure,18.39
July,Historical,Hot,2,o,Relaxation,13.83
September,Historical,Hot,7,o,Culture,13.72
May,Hill Station,Cold,10,o,Adventure,16.19
July,Religious,Moderate,1,o,Shopping,13.54
February,Beach,Hot,6,o,Culture,18.97
February,Wildlife,Moderate,6,o,Adventure,18.59
August,Beach,Hot,4,o,Adventure,21.37
August,Religious,Moderate,2,o,Shopping,12.32
June,City,Moderate,14,o,Adventure,15.5
March,Historical,Hot,3,o,Culture,15.85
April,City,Moderate,4,o,Adventure,13.23
August,Wildlife,Hot,5,o,Culture,15.14
December,Hill Station,Cold,6,o,Culture,12.36
December,Beach,Hot,10,o,Culture,21.7
December,Wildlife,Hot,10,o,Culture,18.79
November,Hill Station,Moderate,14,o,Food,17.45
December,Historical,Hot,7,o,Culture,8.82
June,Wildlife,Hot,7,o,Shopping,15.87
June,Hill Station,Cold,10,o,Relaxation,17.1
September,City,Moderate,1,o,Shopping,15.02
March,City,Moderate,4,o,Adventure,7.85
December,Religious,Moderate,2,o,Shopping,12.89
January,Wildlife,Hot,2,o,Relaxation,10.27
January,Wildlife,Hot,6,o,Relaxation,16.17
April,Historical,Hot,4,o,Relaxation,6.88
November,Beach,Hot,3,o,Relaxation,22.35
May,Beach,Hot,1,o,Culture,17.27
April,Beach,Hot,3,o,Culture,19.94
October,Historical,Hot,3,o,Shopping,11.26
August,City,Moderate,4,o,Shopping,11.72
December,Wildlife,Hot,14,o,Relaxation,16.97
March,City,Moderate,4,o,Adventure,14.54
October,Religious,Moderate,2,o,Adventure,5.7
July,City,Moderate,4,o,Adventure,10.4
May,Beach,Hot,5,o,Food,18.45
August,Beach,Hot,2,o,Culture,15.78
January,Wildlife,Hot,10,o,Food,17.49
June,City,Moderate,5,o,Adventure,14.38
July,Religious,Moderate,1,o,Relaxation,8.23
October,Historical,Hot,2,o,Shopping,10.65
January,Beach,Hot,1,o,Adventure,20.88
April,Religious,Moderate,4,o,Culture,11.48
July,Religious,Moderate,3,o,Relaxation,8.91
August,Beach,Hot,10,o,Shopping,25.29
July,Beach,Moderate,14,o,Adventure,28.38
July,Religious,Moderate,5,o,Shopping,17.63
August,Religious,Moderate,1,o,Adventure,14.92
April,Beach,Hot,7,o,Adventure,22.33
June,Hill Station,Cold,3,o,Food,13.55
November,Wildlife,Hot,5,o,Relaxation,15.63
December,Hill Station,Moderate,5,o,Shopping,16.43
August,Religious,Moderate,5,o,Relaxation,7.93
June,Hill Station,Cold,14,o,Shopping,11.83
July,Beach,Hot,3,o,Shopping,17.54
March,City,Moderate,1,o,Shopping,14.61
April,Hill Station,Cold,14,o,Shopping,13.15
May,Religious,Moderate,7,o,Shopping,6.96
October,Religious,Moderate,10,o,Culture,9.18
August,City,Moderate,4,o,Food,12.9
December,Hill Station,Moderate,10,o,Food,12.1
February,Religious,Moderate,5,o,Food,14.54
October,Wildlife,Moderate,6,o,Adventure,23.33
October,City,Moderate,4,o,Culture,10.42
May,Beach,Hot,4,o,Shopping,21.02
October,Beach,Hot,5,o,Relaxation,19.12
February,Historical,Hot,3,o,Relaxation,14.84
June,Religious,Moderate,5,o,Adventure,10.08
May,Wildlife,Hot,1,o,Relaxation,20.87
November,Hill Station,Cold,10,o,Relaxation,11.67
April,Historical,Hot,14,o,Relaxation,11.71
May,Religious,Moderate,3,o,Shopping,16.19
July,Religious,Moderate,10,o,Culture,5.0
September,Religious,Moderate,14,o,Adventure,11.59
April,Wildlife,Hot,10,o,Relaxation,19.11
June,Wildlife,Moderate,14,o,Adventure,18.05
September,City,Moderate,1,o,Shopping,11.32
December,Historical,Hot,5,o,Relaxation,11.06
May,Wildlife,Moderate,10,o,Shopping,19.48
January,Religious,Moderate,6,o,Shopping,6.46
October,Wildlife,Hot,5,o,Shopping,17.75
November,Wildlife,Moderate,14,o,Relaxation,19.43
August,Beach,Hot,3,o,Food,19.21
January,Beach,Hot,14,o,Adventure,17.68
February,Hill Station,Cold,7,o,Shopping,11.82
February,Historical,Hot,7,o,Adventure,10.5
December,City,Moderate,10,o,Culture,11.45
June,Religious,Moderate,10,o,Culture,17.37
June,Religious,Moderate,6,o,Culture,5.0
March,Historical,Hot,5,o,Adventure,11.46
January,Historical,Hot,1,o,Culture,17.18
August,Hill Station,Cold,6,o,Food,15.37
March,Wildlife,Hot,5,o,Food,15.0
February,Religious,Moderate,7,o,Culture,5.0
June,Historical,Hot,2,o,Culture,12.62
May,Beach,Hot,5,o,Culture,17.67
January,Hill Station,Cold,3,o,Culture,20.23
July,Beach,Hot,14,o,Food,27.21
April,Historical,Hot,6,o,Food,14.77
August,Historical,Hot,1,o,Adventure,16.44
January,Beach,Hot,5,o,Relaxation,25.35
September,City,Moderate,7,o,Relaxation,12.26
December,Hill Station,Cold,6,o,Adventure,10.13
October,Religious,Moderate,14,o,Food,8.14
May,Beach,Hot,2,o,Food,20.53
January,Beach,Hot,7,o,Food,21.35
August,Religious,Moderate,10,o,Food,13.93
May,Wildlife,Moderate,6,o,Relaxation,16.7
April,Beach,Moderate,6,o,Adventure,19.44
January,Historical,Hot,5,o,Food,13.77
April,City,Moderate,6,o,Shopping,12.19
September,Historical,Hot,1,o,Culture,15.43
November,Wildlife,Hot,4,o,Shopping,20.78
June,Wildlife,Moderate,14,o,Adventure,18.85
January,Hill Station,Cold,3,o,Shopping,13.41
March,Religious,Moderate,1,o,Culture,7.77
September,Beach,Hot,3,o,Culture,13.85
January,City,Moderate,10,o,Food,11.85
January,Beach,Hot,4,o,Relaxation,21.83
August,Hill Station,Cold,5,o,Shopping,14.88
June,Wildlife,Hot,6,o,Shopping,19.38
September,Hill Station,Cold,7,o,Adventure,19.05
December,Religious,Moderate,3,o,Food,16.79
September,Beach,Hot,3,o,Food,20.14
July,Wildlife,Hot,14,o,Food,17.63
July,City,Moderate,3,o,Food,11.6
July,Beach,Hot,1,o,Relaxation,15.42
July,Religious,Moderate,5,o,Food,7.54
August,Beach,Hot,5,o,Shopping,19.97
August,Wildlife,Hot,4,o,Adventure,19.97
July,Religious,Moderate,3,o,Shopping,8.4
June,Wildlife,Moderate,2,o,Adventure,16.36
September,Wildlife,Moderate,14,o,Shopping,12.4
July,Beach,Hot,6,o,Relaxation,16.61
October,City,Moderate,14,o,Shopping,10.83
March,Wildlife,Hot,4,o,Shopping,14.31
April,Beach,Hot,10,o,Relaxation,18.46
September,Hill Station,Cold,1,o,Food,16.47
August,Beach,Hot,1,o,Relaxation,20.15
May,Hill Station,Cold,14,o,Culture,19.41
November,Religious,Moderate,14,o,Adventure,9.08
October,City,Moderate,6,o,Shopping,17.45
November,Religious,Moderate,10,o,Adventure,8.8
June,Historical,Hot,4,o,Culture,7.8
September,Wildlife,Hot,1,o,Food,13.36
September,Historical,Hot,2,o,Shopping,9.79
August,City,Moderate,1,o,Culture,12.23
September,Wildlife,Hot,7,o,Culture,16.84
April,Beach,Hot,14,o,Food,20.37
April,City,Moderate,14,o,Shopping,11.89
November,Hill Station,Moderate,10,o,Adventure,14.92
April,Historical,Hot,7,o,Relaxation,16.09
February,Religious,Moderate,1,o,Relaxation,12.99
September,Religious,Moderate,14,o,Adventure,8.53
November,Hill Station,Cold,14,o,Food,16.11
September,Wildlife,Moderate,3,o,Adventure,16.3
July,Hill Station,Moderate,7,o,Adventure,16.26
January,Religious,Moderate,10,o,Adventure,13.42
August,Wildlife,Hot,3,o,Relaxation,14.46
September,Wildlife,Hot,4,o,Shopping,18.82
November,Beach,Hot,7,o,Food,24.34
August,Religious,Moderate,1,o,Food,9.02
July,Beach,Hot,10,o,Adventure,22.85
October,City,Moderate,7,o,Food,7.92
June,Wildlife,Hot,6,o,Relaxation,16.61
August,Religious,Moderate,10,o,Adventure,9.47
November,Beach,Hot,4,o,Relaxation,18.08
June,Hill Station,Cold,1,o,Culture,15.95
November,Religious,Moderate,1,o,Shopping,8.31
September,City,Moderate,10,o,Adventure,11.09
May,Wildlife,Hot,5,o,Food,16.87
June,City,Moderate,14,o,Culture,11.98
February,Wildlife,Moderate,5,o,Adventure,17.71
January,Hill Station,Cold,2,o,Shopping,5.0
January,Beach,Hot,4,o,Culture,24.52
June,Historical,Hot,7,o,Adventure,8.76
October,Wildlife,Hot,10,o,Adventure,24.32
January,Historical,Hot,3,o,Food,14.5
June,Beach,Hot,7,o,Culture,17.59
July,Wildlife,Moderate,10,o,Culture,15.49
April,Wildlife,Moderate,7,o,Adventure,25.17
January,Religious,Moderate,2,o,Culture,13.53
October,Historical,Hot,6,o,Relaxation,15.31
September,Historical,Hot,4,o,Shopping,13.48
August,Hill Station,Cold,6,o,Food,12.42
December,Historical,Hot,3,o,Food,9.34
February,Religious,Moderate,14,o,Relaxation,13.14
March,Historical,Hot,2,o,Adventure,9.09
November,City,Moderate,3,o,Culture,12.3
May,Beach,Hot,2,o,Relaxation,24.43
September,Historical,Hot,6,o,Adventure,8.71
April,Religious,Moderate,7,o,Food,9.92
April,Historical,Hot,5,o,Shopping,16.31
December,City,Moderate,5,o,Shopping,7.51
June,Historical,Hot,6,o,Adventure,5.79
November,Wildlife,Hot,10,o,Adventure,17.27
February,City,Moderate,10,o,Shopping,13.66
March,Hill Station,Cold,3,o,Adventure,18.89
October,Hill Station,Cold,14,o,Shopping,12.38
April,Hill Station,Moderate,5,o,Adventure,10.47
December,City,Moderate,1,o,Shopping,12.81
April,Religious,Moderate,10,o,Food,12.45
December,Historical,Hot,3,o,Adventure,15.25
July,Wildlife,Hot,5,o,Food,16.0
January,Religious,Moderate,3,o,Relaxation,6.43
October,Historical,Hot,7,o,Adventure,12.88
September,Religious,Moderate,4,o,Adventure,11.66
August,Historical,Hot,2,o,Shopping,17.02
July,Wildlife,Hot,7,o,Shopping,14.98
June,Hill Station,Moderate,7,o,Relaxation,16.99
January,Beach,Moderate,3,o,Relaxation,16.91
May,Beach,Hot,14,o,Relaxation,18.55
December,Hill Station,Cold,10,o,Relaxation,17.25
August,Historical,Hot,6,o,Shopping,5.96
August,Wildlife,Moderate,10,o,Adventure,15.74
March,Wildlife,Moderate,5,o,Culture,18.88
May,City,Moderate,5,o,Adventure,12.36
April,Hill Station,Cold,6,o,Relaxation,5.0
July,Hill Station,Cold,6,o,Culture,16.6
July,Historical,Hot,1,o,Relaxation,9.58
August,Hill Station,Moderate,3,o,Relaxation,20.39
October,Historical,Hot,6,o,Adventure,11.05
November,Religious,Moderate,6,o,Food,9.08
August,City,Moderate,10,o,Relaxation,14.25
May,Historical,Hot,1,o,Adventure,10.32
June,Hill Station,Cold,1,o,Food,13.42
February,Beach,Hot,4,o,Culture,19.39
September,City,Moderate,7,o,Culture,17.96
September,Historical,Hot,14,o,Relaxation,14.11
August,Beach,Hot,4,o,Culture,22.43
June,Beach,Hot,5,o,Culture,16.61
November,Historical,Hot,10,o,Culture,14.66
June,City,Moderate,2,o,Relaxation,16.04
August,Hill Station,Cold,14,o,Food,16.96
June,Wildlife,Moderate,4,o,Food,16.41
May,Hill Station,Cold,1,o,Adventure,16.64
April,Wildlife,Hot,10,o,Culture,14.81
February,Historical,Hot,14,o,Shopping,14.11
June,Beach,Hot,14,o,Food,21.0
December,Hill Station,Moderate,14,o,Adventure,11.0
May,Historical,Hot,4,o,Adventure,13.73
February,Wildlife,Hot,2,o,Culture,13.31
August,City,Moderate,14,o,Shopping,10.86
January,Historical,Hot,10,o,Adventure,15.54
August,Wildlife,Moderate,2,o,Food,21.09
June,Hill Station,Cold,7,o,Food,13.91
August,City,Moderate,1,o,Culture,13.5
July,Historical,Hot,4,o,Relaxation,12.04
May,Beach,Hot,3,o,Culture,15.36
July,Religious,Moderate,1,o,Adventure,14.97
January,Hill Station,Cold,3,o,Relaxation,16.12
November,Wildlife,Hot,6,o,Culture,17.5
March,Religious,Moderate,3,o,Culture,10.31
May,City,Moderate,3,o,Adventure,13.45
August,Hill Station,Cold,1,o,Shopping,13.79
May,Hill Station,Cold,6,o,Adventure,15.01
February,Religious,Moderate,7,o,Adventure,9.97
December,Historical,Hot,14,o,Relaxation,12.04
March,Beach,Hot,5,o,Relaxation,28.13
April,Hill Station,Moderate,3,o,Culture,16.56
June,Beach,Hot,7,o,Adventure,22.13
November,Beach,Hot,1,o,Adventure,19.58
May,Hill Station,Cold,14,o,Relaxation,16.16
October,City,Moderate,2,o,Relaxation,10.57
June,Beach,Hot,3,o,Relaxation,22.04
April,Wildlife,Hot,3,o,Adventure,19.48
July,Beach,Moderate,5,o,Culture,17.0
May,City,Moderate,3,o,Relaxation,13.26
May,Wildlife,Hot,10,o,Culture,19.43
May,Historical,Hot,14,o,Relaxation,9.83
May,Historical,Hot,3,o,Relaxation,12.16
June,Religious,Moderate,4,o,Food,11.38
November,Historical,Hot,4,o,Shopping,9.13
October,City,Moderate,10,o,Relaxation,19.95
February,Beach,Hot,6,o,Shopping,23.9
July,Religious,Moderate,6,o,Shopping,6.8
August,City,Moderate,7,o,Culture,15.42
November,Beach,Hot,14,o,Relaxation,23.4
May,Hill Station,Cold,2,o,Shopping,14.64
April,City,Moderate,4,o,Culture,17.38
May,Historical,Hot,10,o,Relaxation,16.62
December,City,Moderate,6,o,Shopping,13.62
April,Religious,Moderate,14,o,Culture,8.07
November,Wildlife,Hot,14,o,Relaxation,22.22
May,City,Moderate,4,o,Relaxation,12.13
October,Religious,Moderate,3,o,Shopping,12.33
August,City,Moderate,2,o,Culture,15.45
April,Beach,Moderate,14,o,Shopping,21.81
April,Beach,Moderate,5,o,Culture,23.12
December,Historical,Hot,7,o,Food,8.94
February,Beach,Hot,7,o,Shopping,23.32
October,Religious,Moderate,10,o,Culture,10.11
October,Wildlife,Moderate,14,o,Food,17.32
February,Religious,Moderate,6,o,Shopping,18.82
July,Beach,Hot,14,o,Adventure,23.22
February,Religious,Moderate,1,o,Shopping,11.66
April,Beach,Hot,10,o,Shopping,20.34
August,Beach,Hot,3,o,Adventure,17.62
September,Hill Station,Cold,7,o,Culture,15.22
March,Historical,Hot,7,o,Food,15.58
April,Religious,Moderate,2,o,Food,6.98
July,Beach,Moderate,4,o,Culture,19.04
July,Wildlife,Moderate,3,o,Shopping,17.43
December,City,Moderate,3,o,Relaxation,7.5
July,Historical,Hot,4,o,Culture,9.5
March,Beach,Hot,5,o,Shopping,17.96
October,Hill Station,Cold,5,o,Shopping,14.52
March,Wildlife,Hot,7,o,Adventure,15.33
October,Religious,Moderate,10,o,Culture,5.0
November,Hill Station,Cold,1,o,Shopping,19.48
June,Historical,Hot,4,o,Relaxation,13.73
February,Wildlife,Moderate,7,o,Adventure,16.47
October,Hill Station,Cold,1,o,Culture,15.35
October,Hill Station,Cold,5,o,Relaxation,15.45
April,Religious,Moderate,4,o,Adventure,14.15
April,Beach,Hot,10,o,Culture,17.04
November,Religious,Moderate,4,o,Shopping,12.8
February,Religious,Moderate,5,o,Food,13.56
December,Hill Station,Moderate,1,o,Adventure,15.88
October,Hill Station,Cold,4,o,Shopping,13.39
September,Hill Station,Moderate,2,o,Culture,11.95
May,Hill Station,Cold,2,o,Adventure,13.9
November,Hill Station,Moderate,3,o,Culture,18.26
September,Hill Station,Cold,7,o,Food,13.98
September,Historical,Hot,1,o,Shopping,13.93
October,Religious,Moderate,1,o,Food,10.19
February,Beach,Hot,4,o,Relaxation,17.0
September,City,Moderate,5,o,Culture,19.58
June,Beach,Moderate,4,o,Relaxation,19.17
December,Hill Station,Cold,10,o,Adventure,13.91
October,Wildlife,Hot,2,o,Shopping,18.97
February,Beach,Hot,6,o,Adventure,18.81
August,Historical,Hot,2,o,Adventure,13.94
October,Beach,Hot,5,o,Adventure,26.93
August,Hill Station,Cold,1,o,Culture,14.34
February,Beach,Hot,2,o,Culture,19.04
June,Beach,Hot,3,o,Culture,19.8
April,Historical,Hot,7,o,Food,9.05
July,Historical,Hot,5,o,Shopping,14.35
February,Historical,Hot,4,o,Food,13.11
November,Wildlife,Hot,10,o,Adventure,14.0
February,City,Moderate,5,o,Shopping,10.43
February,Beach,Hot,6,o,Relaxation,20.26
December,City,Moderate,4,o,Adventure,7.73
June,Hill Station,Cold,1,o,Relaxation,21.16
July,Historical,Hot,2,o,Relaxation,12.44
June,Historical,Hot,3,o,Culture,7.75
December,City,Moderate,5,o,Shopping,11.07
November,Hill Station,Cold,6,o,Relaxation,18.82
December,City,Moderate,10,o,Adventure,10.62
September,Wildlife,Hot,6,o,Food,13.53
May,Historical,Hot,14,o,Food,14.18
January,Wildlife,Hot,6,o,Adventure,15.19
August,Hill Station,Cold,6,o,Shopping,23.14
June,Religious,Moderate,6,o,Relaxation,19.47
March,Wildlife,Hot,10,o,Relaxation,15.94
March,Religious,Moderate,7,o,Shopping,11.89
July,Historical,Hot,6,o,Culture,10.61
January,Hill Station,Cold,10,o,Shopping,11.04
May,Hill Station,Cold,5,o,Adventure,14.28
July,Hill Station,Moderate,14,o,Adventure,15.42
May,Religious,Moderate,1,o,Relaxation,12.43
January,Religious,Moderate,1,o,Adventure,14.51
September,Religious,Moderate,1,o,Shopping,6.03
August,Religious,Moderate,3,o,Adventure,12.75
August,Wildlife,Hot,7,o,Adventure,16.2
December,Beach,Hot,2,o,Food,16.42
March,Hill Station,Cold,4,o,Relaxation,11.96
March,Beach,Moderate,14,o,Relaxation,14.19
September,Beach,Hot,5,o,Adventure,18.35
September,Historical,Hot,4,o,Relaxation,11.44
January,City,Moderate,5,o,Adventure,13.48
May,Hill Station,Moderate,10,o,Food,10.98
June,Wildlife,Moderate,2,o,Relaxation,15.54
June,Religious,Moderate,1,o,Relaxation,8.0
August,City,Moderate,3,o,Culture,11.45
July,Beach,Hot,5,o,Adventure,23.34
September,Hill Station,Cold,1,o,Shopping,14.79
April,Wildlife,Hot,1,o,Food,19.32
January,Beach,Moderate,5,o,Adventure,22.35
April,Hill Station,Moderate,5,o,Culture,14.36
September,Hill Station,Cold,2,o,Relaxation,16.63
August,Religious,Moderate,14,o,Culture,9.89
December,Historical,Hot,3,o,Culture,11.28
February,Wildlife,Moderate,14,o,Relaxation,14.93
July,Religious,Moderate,4,o,Adventure,12.4
November,City,Moderate,1,o,Food,16.93
September,Religious,Moderate,2,o,Shopping,14.51
April,Religious,Moderate,10,o,Adventure,7.23
October,City,Moderate,1,o,Shopping,16.87
June,City,Moderate,6,o,Food,12.05
October,Historical,Hot,5,o,Food,13.8
May,Religious,Moderate,3,o,Food,8.28
October,Wildlife,Hot,7,o,Shopping,17.43
June,Wildlife,Moderate,3,o,Culture,17.94
July,Wildlife,Hot,2,o,Adventure,12.55
June,Religious,Moderate,7,o,Shopping,7.0
August,Historical,Hot,5,o,Relaxation,13.78
February,City,Moderate,7,o,Adventure,15.73
July,City,Moderate,2,o,Shopping,12.73
February,Beach,Hot,5,o,Food,13.34
June,Wildlife,Hot,4,o,Relaxation,24.26
May,Religious,Moderate,4,o,Food,11.45
October,Historical,Hot,3,o,Food,16.6
May,Religious,Moderate,5,o,Culture,7.62
June,Historical,Hot,1,o,Relaxation,9.44
April,Wildlife,Moderate,3,o,Relaxation,12.67
May,City,Moderate,14,o,Relaxation,14.33
February,Hill Station,Cold,10,o,Culture,18.94
February,Religious,Moderate,6,o,Culture,14.35
October,City,Moderate,2,o,Shopping,13.07
August,City,Moderate,5,o,Culture,17.96
March,Wildlife,Hot,10,o,Shopping,12.75
March,Wildlife,Hot,5,o,Adventure,19.93
January,Beach,Hot,4,o,Shopping,19.19
October,Beach,Hot,6,o,Relaxation,15.83
March,Religious,Moderate,4,o,Culture,11.18
March,Hill Station,Cold,14,o,Food,15.97
May,Historical,Hot,1,o,Adventure,11.88
March,Beach,Hot,2,o,Shopping,26.48
August,Historical,Hot,5,o,Adventure,16.51
January,Beach,Hot,5,o,Relaxation,22.35
September,Hill Station,Moderate,3,o,Shopping,12.87
October,Hill Station,Cold,3,o,Relaxation,12.91
April,Historical,Hot,10,o,Food,15.09
March,Hill Station,Moderate,6,o,Relaxation,13.86
April,Hill Station,Cold,3,o,Adventure,19.79
September,Wildlife,Moderate,6,o,Culture,18.93
January,Hill Station,Cold,7,o,Relaxation,15.24
October,Hill Station,Moderate,4,o,Adventure,15.96
June,Religious,Moderate,4,o,Relaxation,14.79
October,Historical,Hot,1,o,Adventure,8.97
March,Hill Station,Cold,6,o,Adventure,15.26
March,Historical,Hot,3,o,Shopping,6.85
December,City,Moderate,10,o,Culture,10.21
October,Hill Station,Cold,5,o,Culture,13.49
October,Hill Station,Cold,3,o,Food,14.78
June,Beach,Hot,4,o,Culture,25.67
July,Beach,Hot,10,o,Adventure,20.71
June,Historical,Hot,7,o,Culture,9.48
April,City,Moderate,10,o,Culture,13.66
May,Hill Station,Cold,6,o,Food,13.94
November,Beach,Hot,10,o,Adventure,20.97
December,Historical,Hot,7,o,Shopping,13.74
March,City,Moderate,10,o,Culture,16.63
March,Religious,Moderate,1,o,Adventure,10.93
February,Wildlife,Hot,6,o,Food,18.83
